FIPS,Geographic Identifier,Name of Area,Qualifying Name,State/U.S.-Abbreviation (USPS),Summary Level,Geographic Component,File Identification,Logical Record Number,US,Region,Division,State (Census Code),State (FIPS),County,County Subdivision (FIPS),Place (FIPS Code),Place (State FIPS + Place FIPS),Census Tract,Block Group,Consolidated City,American Indian Area/Alaska Native Area/Hawaiian Home Land (Census),American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS),American Indian Trust Land/Hawaiian Home Land Indicator,American Indian Tribal Subdivision (Census),American Indian Tribal Subdivision (FIPS),Alaska Native Regional Corporation (FIPS),Metropolitan and Micropolitan Statistical Area,Combined Statistical Area,Metropolitan Division,Metropolitan Area Central City,Metropolitan/Micropolitan Indicator Flag,New England City and Town Combined Statistical Area,New England City and Town Area,New England City and Town Area Division,Urban Area,Urban Area Central Place,Current Congressional District ***,State Legislative District Upper,State Legislative District Lower,Voting District,ZIP Code Tabulation Area (3-digit),ZIP Code Tabulation Area (5-digit),Subbarrio (FIPS),School District (Elementary),School District (Secondary),School District (Unified),Urban/Rural,Principal City Indicator,Traffic Analysis Zone,Urban Growth Area,Tribal Tract,Tribal Block Group,Public Use Microdata Area - 5% File,Public Use Microdata Area - 1% File,Total Population,Total Population,Population Density (per sq. mile),Area (Land),Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More races,Total Population,Total Population: Not Hispanic or Latino,Total Population: Not Hispanic or Latino: White Alone,Total Population: Not Hispanic or Latino: Black or African American Alone,Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Not Hispanic or Latino: Asian Alone,Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Not Hispanic or Latino: Some Other Race Alone,Total Population: Not Hispanic or Latino: Two or More races,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: White Alone,Total Population: Hispanic or Latino: Black or African American Alone,Total Population: Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Hispanic or Latino: Asian Alone,Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Hispanic or Latino: Some Other Race Alone,Total Population: Hispanic or Latino: Two or More races,Total Population,Total Population: Not Hispanic or Latino,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: Mexican,Total Population: Hispanic or Latino: Puerto Rican,Total Population: Hispanic or Latino: Cuban,Total Population: Hispanic or Latino: Dominican Republic,Total Population: Hispanic or Latino: Central American,Total Population: Hispanic or Latino: Central American: Costa Rican,Total Population: Hispanic or Latino: Central American: Guatemalan,Total Population: Hispanic or Latino: Central American: Honduran,Total Population: Hispanic or Latino: Central American: Nicaraguan,Total Population: Hispanic or Latino: Central American: Panamanian,Total Population: Hispanic or Latino: Central American: Salvadoran,Total Population: Hispanic or Latino: Central American: Other Central American,Total Population: Hispanic or Latino: South American,Total Population: Hispanic or Latino: South American: Argentinean,Total Population: Hispanic or Latino: South American: Bolivian,Total Population: Hispanic or Latino: South American: Chilean,Total Population: Hispanic or Latino: South American: Colombian,Total Population: Hispanic or Latino: South American: Ecuadorian,Total Population: Hispanic or Latino: South American: Paraguayan,Total Population: Hispanic or Latino: South American: Peruvian,Total Population: Hispanic or Latino: South American: Uruguayan,Total Population: Hispanic or Latino: South American: Venezuelan,Total Population: Hispanic or Latino: South American: Other South American,Total Population: Hispanic or Latino: Other Hispanic or Latino,Total Population: Hispanic or Latino: Other Hispanic or Latino: Spaniard,Total Population: Hispanic or Latino: Other Hispanic or Latino: Spanish,Total Population: Hispanic or Latino: Other Hispanic or Latino: Spanish American,Total Population: Hispanic or Latino: Other Hispanic or Latino: All Other Hispanic or Latino,Total:,Total: Asian Indian,Total: Bangladeshi,Total: Cambodian,"Total: Chinese, except Taiwanese",Total: Filipino,Total: Hmong,Total: Indonesian,Total: Japanese,Total: Korean,Total: Laotian,Total: Malaysian,Total: Pakistani,Total: Sri Lankan,Total: Taiwanese,Total: Thai,Total: Vietnamese,Total: Other Asian,"Total: Other Asian, not specified"
36019101300,14000US36019101300,"Census Tract 1013, Clinton County, New York","Census Tract 1013, Clinton County, New York",ny,140,0,ACSSF,3994,,,,,36,19,,,,101300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2834,2834,7171.545,0.395172873,2834,2486,193,34,21,0,87,13,2834,2599,2345,193,34,21,0,6,0,235,141,0,0,0,0,81,13,2834,2599,235,48,39,30,66,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0,0,39,25,0,0,14,21,0,0,0,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0
36019101400,14000US36019101400,"Census Tract 1014, Clinton County, New York","Census Tract 1014, Clinton County, New York",ny,140,0,ACSSF,3995,,,,,36,19,,,,101400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1722,1722,2171.572,0.792973944,1722,1629,15,9,38,0,0,31,1722,1719,1626,15,9,38,0,0,31,3,3,0,0,0,0,0,0,1722,1719,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,38,0,0,0,23,0,0,0,3,7,0,0,0,0,0,0,0,5,0
36019101600,14000US36019101600,"Census Tract 1016, Clinton County, New York","Census Tract 1016, Clinton County, New York",ny,140,0,ACSSF,3996,,,,,36,19,,,,101600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592,1592,434.1109,3.667266026,1592,1501,33,5,16,0,8,29,1592,1540,1482,33,0,16,0,0,9,52,19,0,5,0,0,8,20,1592,1540,52,19,11,0,0,9,0,9,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,6,6,0,0,0,16,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0
36019101700,14000US36019101700,"Census Tract 1017, Clinton County, New York","Census Tract 1017, Clinton County, New York",ny,140,0,ACSSF,3997,,,,,36,19,,,,101700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5174,5174,141.6884,36.51674988,5174,5046,7,6,59,0,25,31,5174,5119,5025,7,6,59,0,0,22,55,21,0,0,0,0,25,9,5174,5119,55,10,0,0,31,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,11,0,0,0,11,59,0,0,0,15,0,0,0,0,44,0,0,0,0,0,0,0,0,0
36019101800,14000US36019101800,"Census Tract 1018, Clinton County, New York","Census Tract 1018, Clinton County, New York",ny,140,0,ACSSF,3998,,,,,36,19,,,,101800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5459,5459,22.25803,245.2598112,5459,5402,15,0,12,0,11,19,5459,5427,5382,14,0,12,0,0,19,32,20,1,0,0,0,11,0,5459,5427,32,0,1,0,0,11,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,10,10,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
36019101900,14000US36019101900,"Census Tract 1019, Clinton County, New York","Census Tract 1019, Clinton County, New York",ny,140,0,ACSSF,3999,,,,,36,19,,,,101900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7007,7007,88.82271,78.8874821,7007,6624,182,0,75,0,0,126,7007,6869,6548,182,0,75,0,0,64,138,76,0,0,0,0,0,62,7007,6869,138,35,94,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,11,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0
36019102000,14000US36019102000,"Census Tract 1020, Clinton County, New York","Census Tract 1020, Clinton County, New York",ny,140,0,ACSSF,4000,,,,,36,19,,,,102000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3141,3141,80.3139,39.10904298,3141,3041,29,11,46,0,0,14,3141,3117,3017,29,11,46,0,0,14,24,24,0,0,0,0,0,0,3141,3117,24,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,46,16,1,0,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0
36019102100,14000US36019102100,"Census Tract 1021, Clinton County, New York","Census Tract 1021, Clinton County, New York",ny,140,0,ACSSF,4001,,,,,36,19,,,,102100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2109,2109,220.845,9.549685944,2109,1987,8,31,45,0,17,21,2109,2057,1959,8,31,45,0,0,14,52,28,0,0,0,0,17,7,2109,2057,52,16,13,8,8,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,22,7,0,0,0,0,0,0,0,0,0,0,0,0,16
36019102200,14000US36019102200,"Census Tract 1022, Clinton County, New York","Census Tract 1022, Clinton County, New York",ny,140,0,ACSSF,4002,,,,,36,19,,,,102200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3275,3275,3412.775,0.959629543,3275,2998,133,34,10,0,35,65,3275,3182,2942,133,34,10,0,21,42,93,56,0,0,0,0,14,23,3275,3182,93,0,42,0,26,1,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,10,0,0,14,0,0,0,14,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36031960100,14000US36031960100,"Census Tract 9601, Essex County, New York","Census Tract 9601, Essex County, New York",ny,140,0,ACSSF,4366,,,,,36,31,,,,960100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2715,2715,34.35156,79.03570827,2715,2632,5,1,11,0,2,64,2715,2668,2598,4,1,11,0,0,54,47,34,1,0,0,0,2,10,2715,2668,47,23,13,0,1,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
36031960200,14000US36031960200,"Census Tract 9602, Essex County, New York","Census Tract 9602, Essex County, New York",ny,140,0,ACSSF,4367,,,,,36,31,,,,960200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2726,2726,40.27324,67.68763407,2726,2676,7,9,2,0,1,31,2726,2719,2671,6,9,2,0,0,31,7,5,1,0,0,0,1,0,2726,2719,7,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36031960300,14000US36031960300,"Census Tract 9603, Essex County, New York","Census Tract 9603, Essex County, New York",ny,140,0,ACSSF,4368,,,,,36,31,,,,960300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3022,3022,24.8211,121.7512606,3022,3001,7,0,0,1,2,11,3022,2995,2984,4,0,0,1,0,6,27,17,3,0,0,0,2,5,3022,2995,27,2,16,0,4,5,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36031960498,14000US36031960498,"Census Tract 9604.98, Essex County, New York","Census Tract 9604.98, Essex County, New York",ny,140,0,ACSSF,4369,,,,,36,31,,,,960498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2819,2819,100.924,27.93191938,2819,2646,82,7,33,10,15,26,2819,2791,2633,82,7,33,10,0,26,28,13,0,0,0,0,15,0,2819,2791,28,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,33,0,0,0,13,12,0,0,0,4,0,0,0,0,0,0,0,0,4
36031960598,14000US36031960598,"Census Tract 9605.98, Essex County, New York","Census Tract 9605.98, Essex County, New York",ny,140,0,ACSSF,4370,,,,,36,31,,,,960598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5963,5963,48.1968,123.7219014,5963,4511,876,48,24,0,367,137,5963,5204,4298,791,48,24,0,8,35,759,213,85,0,0,0,359,102,5963,5204,759,190,242,17,21,28,0,0,7,0,0,21,0,58,0,0,0,53,5,0,0,0,0,0,203,0,116,0,87,24,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,18,0,0
36031960700,14000US36031960700,"Census Tract 9607, Essex County, New York","Census Tract 9607, Essex County, New York",ny,140,0,ACSSF,4371,,,,,36,31,,,,960700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2080,2080,17.86631,116.4202336,2080,1980,21,0,16,0,39,24,2080,2036,1980,21,0,16,0,0,19,44,0,0,0,0,0,39,5,2080,2036,44,4,21,0,0,11,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,16,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
36031960800,14000US36031960800,"Census Tract 9608, Essex County, New York","Census Tract 9608, Essex County, New York",ny,140,0,ACSSF,4372,,,,,36,31,,,,960800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890,1890,44.23814,42.72331455,1890,1849,2,3,0,0,5,31,1890,1879,1844,2,3,0,0,0,30,11,5,0,0,0,0,5,1,1890,1879,11,0,5,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36031960900,14000US36031960900,"Census Tract 9609, Essex County, New York","Census Tract 9609, Essex County, New York",ny,140,0,ACSSF,4373,,,,,36,31,,,,960900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3599,3599,12.16928,295.7447031,3599,3400,27,2,11,5,106,48,3599,3493,3400,27,2,11,5,0,48,106,0,0,0,0,0,106,0,3599,3493,106,46,0,0,27,30,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
36031961000,14000US36031961000,"Census Tract 9610, Essex County, New York","Census Tract 9610, Essex County, New York",ny,140,0,ACSSF,4374,,,,,36,31,,,,961000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4791,4791,74.28986,64.49063393,4791,4547,122,25,2,0,12,83,4791,4743,4530,104,25,2,0,0,82,48,17,18,0,0,0,12,1,4791,4743,48,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,2,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
36031961100,14000US36031961100,"Census Tract 9611, Essex County, New York","Census Tract 9611, Essex County, New York",ny,140,0,ACSSF,4375,,,,,36,31,,,,961100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1843,1843,24.21159,76.12057508,1843,1781,3,6,47,0,0,6,1843,1843,1781,3,6,47,0,0,6,0,0,0,0,0,0,0,0,1843,1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,5,0,0,3,3,0,0,0,0,0,0,36,0,0,0,0,0,0
36031961200,14000US36031961200,"Census Tract 9612, Essex County, New York","Census Tract 9612, Essex County, New York",ny,140,0,ACSSF,4376,,,,,36,31,,,,961200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5020,5020,61.6454,81.43348309,5020,4900,28,12,5,0,3,72,5020,5015,4898,28,12,5,0,0,72,5,2,0,0,0,0,3,0,5020,5015,5,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0
36031961300,14000US36031961300,"Census Tract 9613, Essex County, New York","Census Tract 9613, Essex County, New York",ny,140,0,ACSSF,4377,,,,,36,31,,,,961300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1348,1348,10.15993,132.6780263,1348,1280,16,3,35,0,11,3,1348,1332,1277,16,3,35,0,0,1,16,3,0,0,0,0,11,2,1348,1332,16,0,0,11,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,35,6,0,0,25,0,0,0,0,4,0,0,0,0,0,0,0,0,0
36031961400,14000US36031961400,"Census Tract 9614, Essex County, New York","Census Tract 9614, Essex County, New York",ny,140,0,ACSSF,4378,,,,,36,31,,,,961400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1256,1256,2.225022,564.488793,1256,1250,1,2,1,0,1,1,1256,1253,1248,1,2,1,0,0,1,3,2,0,0,0,0,1,0,1256,1253,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36033950800,14000US36033950800,"Census Tract 9508, Franklin County, New York","Census Tract 9508, Franklin County, New York",ny,140,0,ACSSF,4388,,,,,36,33,,,,950800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2455,2455,9.910279,247.7225871,2455,2334,53,13,21,0,0,34,2455,2434,2319,53,13,21,0,0,28,21,15,0,0,0,0,0,6,2455,2434,21,3,11,0,0,0,0,0,0,0,0,0,0,5,0,0,4,1,0,0,0,0,0,0,2,0,0,0,2,21,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36083051701,14000US36083051701,"Census Tract 517.01, Rensselaer County, New York","Census Tract 517.01, Rensselaer County, New York",ny,140,0,ACSSF,7209,,,,,36,83,,,,51701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3406,3406,55.4418,61.43379815,3406,3276,0,41,12,0,15,62,3406,3349,3240,0,41,12,0,0,56,57,36,0,0,0,0,15,6,3406,3349,57,0,13,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
36083051702,14000US36083051702,"Census Tract 517.02, Rensselaer County, New York","Census Tract 517.02, Rensselaer County, New York",ny,140,0,ACSSF,7210,,,,,36,83,,,,51702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3459,3459,2164.584,1.597997365,3459,3337,26,0,15,0,0,81,3459,3434,3337,26,0,15,0,0,56,25,0,0,0,0,0,0,25,3459,3434,25,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
36083051800,14000US36083051800,"Census Tract 518, Rensselaer County, New York","Census Tract 518, Rensselaer County, New York",ny,140,0,ACSSF,7211,,,,,36,83,,,,51800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5731,5731,92.99361,61.62789326,5731,5662,59,9,0,0,1,0,5731,5709,5641,59,9,0,0,0,0,22,21,0,0,0,0,1,0,5731,5709,22,3,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36083051901,14000US36083051901,"Census Tract 519.01, Rensselaer County, New York","Census Tract 519.01, Rensselaer County, New York",ny,140,0,ACSSF,7212,,,,,36,83,,,,51901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4132,4132,102.6479,40.2540923,4132,3795,180,31,6,0,46,74,4132,4031,3740,180,31,6,0,0,74,101,55,0,0,0,0,46,0,4132,4031,101,28,6,0,0,57,0,18,0,0,0,39,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
36083051902,14000US36083051902,"Census Tract 519.02, Rensselaer County, New York","Census Tract 519.02, Rensselaer County, New York",ny,140,0,ACSSF,7213,,,,,36,83,,,,51902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3530,3530,371.8391,9.493354409,3530,3383,23,13,15,0,0,96,3530,3471,3324,23,13,15,0,0,96,59,59,0,0,0,0,0,0,3530,3471,59,0,15,0,0,8,0,0,0,0,0,8,0,36,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0
36083052002,14000US36083052002,"Census Tract 520.02, Rensselaer County, New York","Census Tract 520.02, Rensselaer County, New York",ny,140,0,ACSSF,7214,,,,,36,83,,,,52002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1691,1691,85.84375,19.69858084,1691,1613,6,0,9,0,0,63,1691,1665,1600,0,0,9,0,0,56,26,13,6,0,0,0,0,7,1691,1665,26,0,8,0,0,18,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0
36083052003,14000US36083052003,"Census Tract 520.03, Rensselaer County, New York","Census Tract 520.03, Rensselaer County, New York",ny,140,0,ACSSF,7215,,,,,36,83,,,,52003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4469,4469,363.4281,12.29679365,4469,4164,75,7,124,0,0,99,4469,4462,4164,75,0,124,0,0,99,7,0,0,7,0,0,0,0,4469,4462,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,86,0,0,38,0,0,0,0,0,0,0,0,0,0
36083052004,14000US36083052004,"Census Tract 520.04, Rensselaer County, New York","Census Tract 520.04, Rensselaer County, New York",ny,140,0,ACSSF,7216,,,,,36,83,,,,52004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5964,5964,482.8507,12.35164333,5964,5439,46,0,347,0,57,75,5964,5849,5419,46,0,324,0,0,60,115,20,0,0,23,0,57,15,5964,5849,115,0,39,4,29,43,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,148,36,0,0,26,17,0,0,120,0,0,0,0,0,0
36083052101,14000US36083052101,"Census Tract 521.01, Rensselaer County, New York","Census Tract 521.01, Rensselaer County, New York",ny,140,0,ACSSF,7217,,,,,36,83,,,,52101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958,1958,43.78291,44.72065199,1958,1879,30,0,19,0,0,30,1958,1956,1877,30,0,19,0,0,30,2,2,0,0,0,0,0,0,1958,1956,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,7,0
36083052102,14000US36083052102,"Census Tract 521.02, Rensselaer County, New York","Census Tract 521.02, Rensselaer County, New York",ny,140,0,ACSSF,7218,,,,,36,83,,,,52102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1711,1711,41.12524,41.60461593,1711,1688,0,0,0,0,0,23,1711,1698,1675,0,0,0,0,0,23,13,13,0,0,0,0,0,0,1711,1698,13,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36083052103,14000US36083052103,"Census Tract 521.03, Rensselaer County, New York","Census Tract 521.03, Rensselaer County, New York",ny,140,0,ACSSF,7219,,,,,36,83,,,,52103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1853,1853,31.08883,59.60340202,1853,1834,0,0,0,0,0,19,1853,1847,1828,0,0,0,0,0,19,6,6,0,0,0,0,0,0,1853,1847,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36083052201,14000US36083052201,"Census Tract 522.01, Rensselaer County, New York","Census Tract 522.01, Rensselaer County, New York",ny,140,0,ACSSF,7220,,,,,36,83,,,,52201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4531,4531,140.0385,32.35537771,4531,4396,3,0,0,0,0,132,4531,4486,4353,1,0,0,0,0,132,45,43,2,0,0,0,0,0,4531,4486,45,32,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36083052203,14000US36083052203,"Census Tract 522.03, Rensselaer County, New York","Census Tract 522.03, Rensselaer County, New York",ny,140,0,ACSSF,7221,,,,,36,83,,,,52203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5651,5651,230.9121,24.47251493,5651,5315,110,0,60,0,50,116,5651,5570,5270,110,0,60,0,14,116,81,45,0,0,0,0,36,0,5651,5570,81,22,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,45,0,0,60,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36091060101,14000US36091060101,"Census Tract 601.01, Saratoga County, New York","Census Tract 601.01, Saratoga County, New York",ny,140,0,ACSSF,7438,,,,,36,91,,,,60101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6103,6103,186.799,32.67148728,6103,5670,289,8,40,0,32,64,6103,5979,5641,239,8,40,0,0,51,124,29,50,0,0,0,32,13,6103,5979,124,7,73,12,20,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36091060102,14000US36091060102,"Census Tract 601.02, Saratoga County, New York","Census Tract 601.02, Saratoga County, New York",ny,140,0,ACSSF,7439,,,,,36,91,,,,60102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5371,5371,680.3868,7.894039664,5371,5238,61,0,7,0,30,35,5371,5257,5154,61,0,7,0,0,35,114,84,0,0,0,0,30,0,5371,5257,114,43,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
36091060200,14000US36091060200,"Census Tract 602, Saratoga County, New York","Census Tract 602, Saratoga County, New York",ny,140,0,ACSSF,7440,,,,,36,91,,,,60200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3575,3575,2631.734,1.358420193,3575,3449,86,10,30,0,0,0,3575,3434,3316,78,10,30,0,0,0,141,133,8,0,0,0,0,0,3575,3434,141,59,74,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
36091060800,14000US36091060800,"Census Tract 608, Saratoga County, New York","Census Tract 608, Saratoga County, New York",ny,140,0,ACSSF,7450,,,,,36,91,,,,60800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5147,5147,159.357,32.29854656,5147,5006,25,6,12,0,30,68,5147,5076,4971,25,0,12,0,0,68,71,35,0,6,0,0,30,0,5147,5076,71,35,8,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
