FIPS,Geographic Identifier,Name of Area,Qualifying Name,State/U.S.-Abbreviation (USPS),Summary Level,Geographic Component,File Identification,Logical Record Number,US,Region,Division,State (Census Code),State (FIPS),County,County Subdivision (FIPS),Place (FIPS Code),Place (State FIPS + Place FIPS),Census Tract,Block Group,Consolidated City,American Indian Area/Alaska Native Area/Hawaiian Home Land (Census),American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS),American Indian Trust Land/Hawaiian Home Land Indicator,American Indian Tribal Subdivision (Census),American Indian Tribal Subdivision (FIPS),Alaska Native Regional Corporation (FIPS),Metropolitan and Micropolitan Statistical Area,Combined Statistical Area,Metropolitan Division,Metropolitan Area Central City,Metropolitan/Micropolitan Indicator Flag,New England City and Town Combined Statistical Area,New England City and Town Area,New England City and Town Area Division,Urban Area,Urban Area Central Place,Current Congressional District ***,State Legislative District Upper,State Legislative District Lower,Voting District,ZIP Code Tabulation Area (3-digit),ZIP Code Tabulation Area (5-digit),Subbarrio (FIPS),School District (Elementary),School District (Secondary),School District (Unified),Urban/Rural,Principal City Indicator,Traffic Analysis Zone,Urban Growth Area,Tribal Tract,Tribal Block Group,Public Use Microdata Area - 5% File,Public Use Microdata Area - 1% File,Total Population,Total Population,Population Density (per sq. mile),Area (Land),Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More races,Total Population,Total Population: Not Hispanic or Latino,Total Population: Not Hispanic or Latino: White Alone,Total Population: Not Hispanic or Latino: Black or African American Alone,Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Not Hispanic or Latino: Asian Alone,Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Not Hispanic or Latino: Some Other Race Alone,Total Population: Not Hispanic or Latino: Two or More races,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: White Alone,Total Population: Hispanic or Latino: Black or African American Alone,Total Population: Hispanic or Latino: American Indian and Alaska Native Alone,Total Population: Hispanic or Latino: Asian Alone,Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone,Total Population: Hispanic or Latino: Some Other Race Alone,Total Population: Hispanic or Latino: Two or More races,Total Population,Total Population: Not Hispanic or Latino,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: Mexican,Total Population: Hispanic or Latino: Puerto Rican,Total Population: Hispanic or Latino: Cuban,Total Population: Hispanic or Latino: Dominican Republic,Total Population: Hispanic or Latino: Central American,Total Population: Hispanic or Latino: Central American: Costa Rican,Total Population: Hispanic or Latino: Central American: Guatemalan,Total Population: Hispanic or Latino: Central American: Honduran,Total Population: Hispanic or Latino: Central American: Nicaraguan,Total Population: Hispanic or Latino: Central American: Panamanian,Total Population: Hispanic or Latino: Central American: Salvadoran,Total Population: Hispanic or Latino: Central American: Other Central American,Total Population: Hispanic or Latino: South American,Total Population: Hispanic or Latino: South American: Argentinean,Total Population: Hispanic or Latino: South American: Bolivian,Total Population: Hispanic or Latino: South American: Chilean,Total Population: Hispanic or Latino: South American: Colombian,Total Population: Hispanic or Latino: South American: Ecuadorian,Total Population: Hispanic or Latino: South American: Paraguayan,Total Population: Hispanic or Latino: South American: Peruvian,Total Population: Hispanic or Latino: South American: Uruguayan,Total Population: Hispanic or Latino: South American: Venezuelan,Total Population: Hispanic or Latino: South American: Other South American,Total Population: Hispanic or Latino: Other Hispanic or Latino,Total Population: Hispanic or Latino: Other Hispanic or Latino: Spaniard,Total Population: Hispanic or Latino: Other Hispanic or Latino: Spanish,Total Population: Hispanic or Latino: Other Hispanic or Latino: Spanish American,Total Population: Hispanic or Latino: Other Hispanic or Latino: All Other Hispanic or Latino,Total:,Total: Asian Indian,Total: Bangladeshi,Total: Cambodian,"Total: Chinese, except Taiwanese",Total: Filipino,Total: Hmong,Total: Indonesian,Total: Japanese,Total: Korean,Total: Laotian,Total: Malaysian,Total: Pakistani,Total: Sri Lankan,Total: Taiwanese,Total: Thai,Total: Vietnamese,Total: Other Asian,"Total: Other Asian, not specified"
50001960300,14000US50001960300,"Census Tract 9603, Addison County, Vermont","Census Tract 9603, Addison County, Vermont",vt,140,0,ACSSF,651,,,,,50,1,,,,960300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2579,2579,1061.332,2.429965699,2579,2365,93,20,27,29,4,41,2579,2520,2313,90,20,27,29,0,41,59,52,3,0,0,0,4,0,2579,2520,59,49,3,0,0,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50001960400,14000US50001960400,"Census Tract 9604, Addison County, Vermont","Census Tract 9604, Addison County, Vermont",vt,140,0,ACSSF,652,,,,,50,1,,,,960400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5143,5143,41.37378,124.3057991,5143,4986,36,28,9,26,11,47,5143,4976,4835,36,26,9,26,0,44,167,151,0,2,0,0,11,3,5143,4976,167,115,20,8,0,0,0,0,0,0,0,0,0,24,18,0,3,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,2,0,0,0,0,0,2,0,0,0
50001960500,14000US50001960500,"Census Tract 9605, Addison County, Vermont","Census Tract 9605, Addison County, Vermont",vt,140,0,ACSSF,653,,,,,50,1,,,,960500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3896,3896,93.84382,41.51578772,3896,3830,0,0,54,0,0,12,3896,3841,3775,0,0,54,0,0,12,55,55,0,0,0,0,0,0,3896,3841,55,17,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,6,5,0,0,0,30,13,0,0,0,0,0,0,0,0,0
50001960600,14000US50001960600,"Census Tract 9606, Addison County, Vermont","Census Tract 9606, Addison County, Vermont",vt,140,0,ACSSF,654,,,,,50,1,,,,960600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2709,2709,13.2678,204.1785522,2709,2629,0,16,29,0,2,33,2709,2670,2593,0,15,29,0,0,33,39,36,0,1,0,0,2,0,2709,2670,39,22,12,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,3,3,0,0,0,29,9,0,0,0,12,0,0,1,6,0,0,0,0,0,1,0,0,0
50001960700,14000US50001960700,"Census Tract 9607, Addison County, Vermont","Census Tract 9607, Addison County, Vermont",vt,140,0,ACSSF,655,,,,,50,1,,,,960700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3906,3906,144.0092,27.12326389,3906,3626,13,0,243,0,0,24,3906,3894,3618,13,0,243,0,0,20,12,8,0,0,0,0,0,4,3906,3894,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,108,0,0,22,46,0,0,0,48,0,0,0,0,0,0,19,0,0
50001960800,14000US50001960800,"Census Tract 9608, Addison County, Vermont","Census Tract 9608, Addison County, Vermont",vt,140,0,ACSSF,656,,,,,50,1,,,,960800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4599,4599,392.9572,11.70356311,4599,4053,63,0,246,0,45,192,4599,4406,3928,46,0,246,0,10,176,193,125,17,0,0,0,35,16,4599,4406,193,59,32,0,21,7,0,3,0,0,0,4,0,44,18,0,0,3,1,0,6,12,4,0,30,30,0,0,0,246,7,6,0,163,3,0,0,3,8,0,0,0,0,4,0,30,22,0
50001960900,14000US50001960900,"Census Tract 9609, Addison County, Vermont","Census Tract 9609, Addison County, Vermont",vt,140,0,ACSSF,657,,,,,50,1,,,,960900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5099,5099,28.90952,176.3778736,5099,4960,49,11,15,0,0,64,5099,4996,4870,49,11,15,0,0,51,103,90,0,0,0,0,0,13,5099,4996,103,88,8,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,2,15,0,0,0,6,0,0,0,3,3,0,0,0,0,0,0,0,3,0
50001961000,14000US50001961000,"Census Tract 9610, Addison County, Vermont","Census Tract 9610, Addison County, Vermont",vt,140,0,ACSSF,658,,,,,50,1,,,,961000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2368,2368,47.62586,49.72088519,2368,2299,9,16,13,0,0,31,2368,2327,2275,9,16,13,0,0,14,41,24,0,0,0,0,0,17,2368,2327,41,13,18,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,2,2,0,0,0,13,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0
50003970200,14000US50003970200,"Census Tract 9702, Bennington County, Vermont","Census Tract 9702, Bennington County, Vermont",vt,140,0,ACSSF,659,,,,,50,3,,,,970200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2118,2118,44.35402,47.7521502,2118,2102,0,0,11,0,0,5,2118,2096,2080,0,0,11,0,0,5,22,22,0,0,0,0,0,0,2118,2096,22,0,8,0,0,8,0,8,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0
50003970300,14000US50003970300,"Census Tract 9703, Bennington County, Vermont","Census Tract 9703, Bennington County, Vermont",vt,140,0,ACSSF,660,,,,,50,3,,,,970300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136,1136,13.1021,86.70365423,1136,1087,8,4,5,0,3,29,1136,1097,1051,8,4,5,0,0,29,39,36,0,0,0,0,3,0,1136,1097,39,0,3,15,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0
50003970400,14000US50003970400,"Census Tract 9704, Bennington County, Vermont","Census Tract 9704, Bennington County, Vermont",vt,140,0,ACSSF,661,,,,,50,3,,,,970400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4352,4352,103.3014,42.1291589,4352,4273,22,3,7,0,0,47,4352,4301,4242,22,3,7,0,0,27,51,31,0,0,0,0,0,20,4352,4301,51,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0
50003970500,14000US50003970500,"Census Tract 9705, Bennington County, Vermont","Census Tract 9705, Bennington County, Vermont",vt,140,0,ACSSF,662,,,,,50,3,,,,970500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1134,1134,12.61535,89.89045509,1134,1125,3,2,1,0,0,3,1134,1114,1105,3,2,1,0,0,3,20,20,0,0,0,0,0,0,1134,1114,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,16,0,16,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50003970600,14000US50003970600,"Census Tract 9706, Bennington County, Vermont","Census Tract 9706, Bennington County, Vermont",vt,140,0,ACSSF,663,,,,,50,3,,,,970600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3017,3017,12.86694,234.4768733,3017,2987,1,0,4,0,0,25,3017,2997,2967,1,0,4,0,0,25,20,20,0,0,0,0,0,0,3017,2997,20,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
50003970700,14000US50003970700,"Census Tract 9707, Bennington County, Vermont","Census Tract 9707, Bennington County, Vermont",vt,140,0,ACSSF,664,,,,,50,3,,,,970700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2354,2354,55.73494,42.23562735,2354,2268,20,7,0,0,16,43,2354,2338,2268,20,7,0,0,0,43,16,0,0,0,0,0,16,0,2354,2338,16,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50003970800,14000US50003970800,"Census Tract 9708, Bennington County, Vermont","Census Tract 9708, Bennington County, Vermont",vt,140,0,ACSSF,665,,,,,50,3,,,,970800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3558,3558,82.57867,43.08618573,3558,3492,0,2,16,0,10,38,3558,3459,3403,0,2,16,0,0,38,99,89,0,0,0,0,10,0,3558,3459,99,10,77,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,16,0,0,0,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0
50003970900,14000US50003970900,"Census Tract 9709, Bennington County, Vermont","Census Tract 9709, Bennington County, Vermont",vt,140,0,ACSSF,666,,,,,50,3,,,,970900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2183,2183,227.7813,9.583754828,2183,2113,3,0,0,0,40,27,2183,2132,2102,3,0,0,0,0,27,51,11,0,0,0,0,40,0,2183,2132,51,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50003971000,14000US50003971000,"Census Tract 9710, Bennington County, Vermont","Census Tract 9710, Bennington County, Vermont",vt,140,0,ACSSF,667,,,,,50,3,,,,971000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3652,3652,165.6471,22.04686508,3652,3352,49,0,39,0,37,175,3652,3530,3286,46,0,39,0,2,157,122,66,3,0,0,0,35,18,3652,3530,122,0,33,0,15,27,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,34,10,0,3,39,3,0,0,5,1,0,0,0,6,0,0,0,0,2,0,13,9,0
50003971100,14000US50003971100,"Census Tract 9711, Bennington County, Vermont","Census Tract 9711, Bennington County, Vermont",vt,140,0,ACSSF,668,,,,,50,3,,,,971100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4817,4817,538.688,8.942095485,4817,4617,6,0,87,0,0,107,4817,4762,4562,6,0,87,0,0,107,55,55,0,0,0,0,0,0,4817,4762,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,41,0,0,2,3,0,0,41,0,0,0,0,0,0,0,0,0,0
50003971200,14000US50003971200,"Census Tract 9712, Bennington County, Vermont","Census Tract 9712, Bennington County, Vermont",vt,140,0,ACSSF,669,,,,,50,3,,,,971200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4923,4923,2936.07,1.676731321,4923,4619,97,11,27,0,27,142,4923,4829,4525,97,11,27,0,27,142,94,94,0,0,0,0,0,0,4923,4829,94,34,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50003971300,14000US50003971300,"Census Tract 9713, Bennington County, Vermont","Census Tract 9713, Bennington County, Vermont",vt,140,0,ACSSF,670,,,,,50,3,,,,971300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3495,3495,75.23142,46.45665385,3495,3361,0,0,5,0,0,129,3495,3495,3361,0,0,5,0,0,129,0,0,0,0,0,0,0,0,3495,3495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
50005957000,14000US50005957000,"Census Tract 9570, Caledonia County, Vermont","Census Tract 9570, Caledonia County, Vermont",vt,140,0,ACSSF,671,,,,,50,5,,,,957000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4238,4238,21.40869,197.9569944,4238,4141,14,20,4,0,3,56,4238,4206,4116,10,20,4,0,0,56,32,25,4,0,0,0,3,0,4238,4206,32,1,22,0,0,4,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,2,0,0,0,2,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
50005957100,14000US50005957100,"Census Tract 9571, Caledonia County, Vermont","Census Tract 9571, Caledonia County, Vermont",vt,140,0,ACSSF,672,,,,,50,5,,,,957100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2146,2146,36.83176,58.26493713,2146,2086,36,0,5,0,2,17,2146,2123,2069,35,0,5,0,0,14,23,17,1,0,0,0,2,3,2146,2123,23,10,5,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50005957200,14000US50005957200,"Census Tract 9572, Caledonia County, Vermont","Census Tract 9572, Caledonia County, Vermont",vt,140,0,ACSSF,673,,,,,50,5,,,,957200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2671,2671,156.8727,17.02654375,2671,2639,0,0,0,0,5,27,2671,2643,2616,0,0,0,0,0,27,28,23,0,0,0,0,5,0,2671,2643,28,12,0,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50005957300,14000US50005957300,"Census Tract 9573, Caledonia County, Vermont","Census Tract 9573, Caledonia County, Vermont",vt,140,0,ACSSF,674,,,,,50,5,,,,957300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3295,3295,146.848,22.43816265,3295,3115,58,1,73,0,0,48,3295,3264,3085,58,0,73,0,0,48,31,30,0,1,0,0,0,0,3295,3264,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,22,8,0,0,73,0,0,0,9,0,0,0,0,64,0,0,0,0,0,0,0,0,0
50005957400,14000US50005957400,"Census Tract 9574, Caledonia County, Vermont","Census Tract 9574, Caledonia County, Vermont",vt,140,0,ACSSF,675,,,,,50,5,,,,957400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3770,3770,205.539,18.34201857,3770,3517,24,16,70,17,0,126,3770,3724,3471,24,16,70,17,0,126,46,46,0,0,0,0,0,0,3770,3724,46,0,15,3,3,7,0,0,7,0,0,0,0,18,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,70,12,0,0,22,16,0,0,0,0,20,0,0,0,0,0,0,0,0
50005957500,14000US50005957500,"Census Tract 9575, Caledonia County, Vermont","Census Tract 9575, Caledonia County, Vermont",vt,140,0,ACSSF,676,,,,,50,5,,,,957500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3803,3803,210.713,18.04824578,3803,3687,0,22,65,0,0,29,3803,3632,3516,0,22,65,0,0,29,171,171,0,0,0,0,0,0,3803,3632,171,21,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,65,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,34,0
50005957600,14000US50005957600,"Census Tract 9576, Caledonia County, Vermont","Census Tract 9576, Caledonia County, Vermont",vt,140,0,ACSSF,677,,,,,50,5,,,,957600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2247,2247,37.00421,60.72282652,2247,2214,0,0,16,0,17,0,2247,2221,2191,0,0,16,0,14,0,26,23,0,0,0,0,3,0,2247,2221,26,0,0,0,0,23,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50005957700,14000US50005957700,"Census Tract 9577, Caledonia County, Vermont","Census Tract 9577, Caledonia County, Vermont",vt,140,0,ACSSF,678,,,,,50,5,,,,957700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2976,2976,77.05795,38.62028395,2976,2853,0,37,21,0,0,65,2976,2976,2853,0,37,21,0,0,65,0,0,0,0,0,0,0,0,2976,2976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
50005957800,14000US50005957800,"Census Tract 9578, Caledonia County, Vermont","Census Tract 9578, Caledonia County, Vermont",vt,140,0,ACSSF,679,,,,,50,5,,,,957800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2826,2826,20.64673,136.8739994,2826,2787,10,9,0,0,5,15,2826,2812,2773,10,9,0,0,5,15,14,14,0,0,0,0,0,0,2826,2812,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50005957900,14000US50005957900,"Census Tract 9579, Caledonia County, Vermont","Census Tract 9579, Caledonia County, Vermont",vt,140,0,ACSSF,680,,,,,50,5,,,,957900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3137,3137,38.93525,80.56967677,3137,3006,19,9,12,0,10,81,3137,3110,2996,16,9,12,0,0,77,27,10,3,0,0,0,10,4,3137,3110,27,18,0,0,0,9,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,5,0,0
50007000100,14000US50007000100,"Census Tract 1, Chittenden County, Vermont","Census Tract 1, Chittenden County, Vermont",vt,140,0,ACSSF,681,,,,,50,7,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4462,4462,3348.369,1.332589186,4462,3959,102,12,249,0,34,106,4462,4198,3729,102,12,249,0,0,106,264,230,0,0,0,0,34,0,4462,4198,264,0,51,7,34,0,0,0,0,0,0,0,0,172,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,249,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,196,33,0
50007000200,14000US50007000200,"Census Tract 2, Chittenden County, Vermont","Census Tract 2, Chittenden County, Vermont",vt,140,0,ACSSF,682,,,,,50,7,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5592,5592,2384.767,2.344883451,5592,5087,184,39,107,0,0,175,5592,5499,5007,184,26,107,0,0,175,93,80,0,13,0,0,0,0,5592,5499,93,0,19,18,0,32,0,0,19,13,0,0,0,24,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,107,54,0,0,39,0,0,0,0,0,0,0,0,0,0,0,14,0,0
50007000300,14000US50007000300,"Census Tract 3, Chittenden County, Vermont","Census Tract 3, Chittenden County, Vermont",vt,140,0,ACSSF,683,,,,,50,7,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3505,3505,1603.283,2.1861387,3505,2462,236,15,627,0,19,146,3505,3505,2462,236,15,627,0,19,146,0,0,0,0,0,0,0,0,3505,3505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,37,491,0
50007000400,14000US50007000400,"Census Tract 4, Chittenden County, Vermont","Census Tract 4, Chittenden County, Vermont",vt,140,0,ACSSF,684,,,,,50,7,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3166,3166,17763.62,0.178229397,3166,2299,214,30,515,0,13,95,3166,3153,2286,214,30,515,0,13,95,13,13,0,0,0,0,0,0,3166,3153,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,515,90,0,0,28,0,0,165,0,0,30,0,0,0,0,0,5,197,0
50007000500,14000US50007000500,"Census Tract 5, Chittenden County, Vermont","Census Tract 5, Chittenden County, Vermont",vt,140,0,ACSSF,685,,,,,50,7,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4360,4360,20817.27,0.209441511,4360,4020,105,36,128,0,7,64,4360,4308,3985,105,36,128,0,0,54,52,35,0,0,0,0,7,10,4360,4308,52,0,12,0,0,21,0,14,0,0,7,0,0,10,0,0,0,0,0,0,0,0,10,0,9,0,9,0,0,128,0,0,0,15,0,0,0,0,8,0,0,0,0,0,0,105,0,0
50007000600,14000US50007000600,"Census Tract 6, Chittenden County, Vermont","Census Tract 6, Chittenden County, Vermont",vt,140,0,ACSSF,686,,,,,50,7,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4929,4929,5697.616,0.865098603,4929,4391,251,0,220,0,9,58,4929,4776,4269,234,0,220,0,0,53,153,122,17,0,0,0,9,5,4929,4776,153,53,32,14,0,0,0,0,0,0,0,0,0,54,0,0,0,12,22,0,7,11,2,0,0,0,0,0,0,220,25,0,0,8,6,0,0,0,0,0,0,0,0,0,31,1,149,0
50007000800,14000US50007000800,"Census Tract 8, Chittenden County, Vermont","Census Tract 8, Chittenden County, Vermont",vt,140,0,ACSSF,687,,,,,50,7,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2759,2759,5294.784,0.521078862,2759,2530,89,8,84,0,9,39,2759,2671,2462,89,8,84,0,0,28,88,68,0,0,0,0,9,11,2759,2671,88,38,1,0,0,0,0,0,0,0,0,0,0,33,0,0,0,5,0,0,0,0,28,0,16,7,9,0,0,84,5,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,60
50007000900,14000US50007000900,"Census Tract 9, Chittenden County, Vermont","Census Tract 9, Chittenden County, Vermont",vt,140,0,ACSSF,688,,,,,50,7,,,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750,2750,11822.27,0.232611889,2750,2570,69,15,21,0,2,73,2750,2715,2554,67,0,21,0,0,73,35,16,2,15,0,0,2,0,2750,2715,35,0,2,0,0,15,0,15,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,16,0,8,0,8,21,0,0,0,17,0,0,0,0,4,0,0,0,0,0,0,0,0,0
50007001000,14000US50007001000,"Census Tract 10, Chittenden County, Vermont","Census Tract 10, Chittenden County, Vermont",vt,140,0,ACSSF,689,,,,,50,7,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2279,2279,3354.502,0.679385387,2279,1859,154,27,136,0,13,90,2279,2171,1751,154,27,136,0,13,90,108,108,0,0,0,0,0,0,2279,2171,108,0,18,0,43,47,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,25,0,0,0,29,0,0,0,14,0,0,0,0,0,0,33,35,0
50007001100,14000US50007001100,"Census Tract 11, Chittenden County, Vermont","Census Tract 11, Chittenden County, Vermont",vt,140,0,ACSSF,690,,,,,50,7,,,,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2220,2220,3311.488,0.670393454,2220,1989,29,56,13,0,2,131,2220,2118,1945,29,0,13,0,0,131,102,44,0,56,0,0,2,0,2220,2118,102,11,6,27,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,56,0,0,0,56,13,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0
